what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1324842170770
stopped,bundle,org.eclipse.dltk.mod.javascript.debug.ui,1.0.0.201105260911,"org.eclipse.dltk.mod.javascript.debug.ui",1324842170772
stopped,bundle,org.eclipse.dltk.mod.javascript.jsjdtdebugger,1.0.0.201105260911,"org.eclipse.dltk.mod.javascript.jsjdtdebugger",1324842170773
stopped,bundle,org.ebayopensource.vjet.eclipse.debug.ui,1.0.0.201105260911,"org.ebayopensource.vjet.eclipse.debug.ui",1324842170774
stopped,bundle,org.ebayopensource.vjet.eclipse.debug,1.0.0.201105260911,"org.ebayopensource.vjet.eclipse.debug",1324842170774
stopped,bundle,org.ebayopensource.vjet.eclipse.launching,1.0.0.201105260911,"org.ebayopensource.vjet.eclipse.launching",1324842170774
stopped,bundle,org.eclipse.dltk.mod.javascript.core.dom.support.sample,1.0.0.201105260911,"org.eclipse.dltk.mod.javascript.core.dom.support.sample",1324842170775
stopped,bundle,org.eclipse.dltk.mod.javascript.core.dom.support,1.0.0.201105260911,"org.eclipse.dltk.mod.javascript.core.dom.support",1324842170775
stopped,bundle,org.eclipse.dltk.mod.javascript.launching,1.0.0.201105260911,"org.eclipse.dltk.mod.javascript.launching",1324842170776
stopped,bundle,org.eclipse.dltk.mod.javascript.debug,1.0.0.201105260911,"org.eclipse.dltk.mod.javascript.debug",1324842170776
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1324842170778
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.moz,2.4.2.r36x201110181233,"com.google.gdt.eclipse.designer.hosted.2_0.moz",1324842170779
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.webkit,2.4.2.r36x201110181233,"com.google.gdt.eclipse.designer.hosted.2_0.webkit",1324842170780
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0,2.4.2.r36x201110181233,"com.google.gdt.eclipse.designer.hosted.2_0",1324842170781
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.moz,2.4.2.r36x201110181233,"com.google.gdt.eclipse.designer.hosted.2_2.moz",1324842170782
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.webkit,2.4.2.r36x201110181233,"com.google.gdt.eclipse.designer.hosted.2_2.webkit",1324842170783
