what,kind,bundleId,bundleVersion,description,time
started,bundle,org.ebayopensource.vjet.resource.jsnativetypes,1.0.0.201105260911,"org.ebayopensource.vjet.resource.jsnativetypes",1324844313067
started,bundle,org.ebayopensource.vjet.resource.vjolib,1.0.0.201105260911,"org.ebayopensource.vjet.resource.vjolib",1324844313067
started,bundle,org.eclipse.dltk.mod.core,1.0.0.201105260911,"org.eclipse.dltk.mod.core",1324844313068
started,bundle,org.eclipse.dltk.mod.debug,1.0.0.201105260911,"org.eclipse.dltk.mod.debug",1324844313069
started,bundle,org.eclipse.dltk.mod.debug.ui,1.0.0.201105260911,"org.eclipse.dltk.mod.debug.ui",1324844313073
started,bundle,org.eclipse.dltk.mod.javascript.core,1.0.0.201105260911,"org.eclipse.dltk.mod.javascript.core",1324844313076
started,bundle,org.eclipse.dltk.mod.javascript.launching,1.0.0.201105260911,"org.eclipse.dltk.mod.javascript.launching",1324844313077
started,bundle,org.eclipse.dltk.mod.javascript.ui,1.0.0.201105260911,"org.eclipse.dltk.mod.javascript.ui",1324844313078
started,bundle,org.eclipse.dltk.mod.launching,1.0.0.201105260911,"org.eclipse.dltk.mod.launching",1324844313079
started,bundle,org.eclipse.dltk.mod.ui,1.0.0.201105260911,"org.eclipse.dltk.mod.ui",1324844313079
started,bundle,org.eclipse.dltk.mod.validators.ui,1.0.0.201105260911,"org.eclipse.dltk.mod.validators.ui",1324844313081
started,bundle,uKernelCore,1.73.0,"uKernelCore",1324844313083
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.4.2.r36x201110181239,"com.google.gdt.eclipse.designer.UiBinder",1324844313090
started,bundle,org.eclipse.wb.discovery.core,1.2.0.r36x201109270333,"org.eclipse.wb.discovery.core",1324844313093
os,sysinfo,,,"linux",1324844313100
arch,sysinfo,,,"x86_64",1324844313100
ws,sysinfo,,,"gtk",1324844313100
locale,sysinfo,,,"en_US",1324844313100
processors,sysinfo,,,"4",1324844313100
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1324844313100
java.runtime.version,sysinfo,,,"1.6.0_18-b18",1324844313100
java.specification.name,sysinfo,,,"Java Platform API Specification",1324844313100
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1324844313100
